-11.502,-2.5128,17.396,-20.697,-6.0159,12.966
-11.704,-2.5726,17.525,-19.648,-5.9448,12.794
-11.897,-2.6317,17.652,-19.085,-5.8699,12.618
-12.086,-2.69,17.777,-18.697,-5.7912,12.437
-12.272,-2.7475,17.901,-18.406,-5.7087,12.254
-12.455,-2.8041,18.022,-18.177,-5.6224,12.066
-12.635,-2.8599,18.142,-17.995,-5.5324,11.874
-12.815,-2.9148,18.26,-17.849,-5.4387,11.679
-12.993,-2.9687,18.376,-17.734,-5.3413,11.48
-13.17,-3.0216,18.489,-17.645,-5.2403,11.277
-13.346,-3.0735,18.601,-17.581,-5.1357,11.071
-13.521,-3.1243,18.711,-17.541,-5.0276,10.861
-13.697,-3.174,18.818,-17.523,-4.916,10.647
-13.872,-3.2226,18.924,-17.528,-4.801,10.431
-14.047,-3.27,19.027,-17.555,-4.6826,10.21
-14.223,-3.3162,19.128,-17.607,-4.5609,9.9865
-14.4,-3.3612,19.227,-17.683,-4.4359,9.7595
-14.577,-3.405,19.323,-17.786,-4.3078,9.5293
-14.755,-3.4474,19.417,-17.918,-4.1765,9.296
-14.935,-3.4885,19.509,-18.082,-4.0422,9.0595
-15.117,-3.5282,19.598,-18.283,-3.9049,8.8201
-15.301,-3.5666,19.685,-18.525,-3.7647,8.5777
-15.488,-3.6035,19.77,-18.818,-3.6216,8.3325
-15.678,-3.639,19.852,-19.169,-3.4758,8.0845
-15.872,-3.673,19.932,-19.594,-3.3273,7.8338
-16.07,-3.7055,20.009,-20.114,-3.1762,7.5805
-16.275,-3.7365,20.083,-20.762,-3.0226,7.3247
-16.486,-3.766,20.155,-21.593,-2.8665,7.0665
-16.708,-3.7938,20.225,-22.713,-2.7081,6.8059
-16.943,-3.8201,20.291,-24.365,-2.5475,6.5431
-17.202,-3.8448,20.355,-27.383,-2.3846,6.2781
-17.679,-3.8678,20.417,-67.922,-2.2197,6.0111
-18.538,-3.8892,20.476,-104.04,-2.0528,5.7421
-19.561,-3.9089,20.532,-100.45,-1.8841,5.4713
-20.555,-3.9268,20.585,-98.44,-1.7135,5.1987
-21.533,-3.9431,20.636,-97.01,-1.5412,4.9245
-22.497,-3.9577,20.684,-95.884,-1.3674,4.6487
-23.451,-3.9705,20.729,-94.948,-1.192,4.3714
-24.397,-3.9815,20.771,-94.141,-1.0152,4.0929
-25.334,-3.9908,20.811,-93.427,-0.83719,3.8131
-26.266,-3.9982,20.847,-92.785,-0.65794,3.5321
-27.19,-4.0039,20.881,-92.199,-0.47759,3.2502
-28.11,-4.0078,20.912,-91.657,-0.29626,2.9674
-29.024,-4.0098,20.941,-91.151,-0.11405,2.6837
-29.933,-4.0101,20.966,-90.674,0.068934,2.3994
-30.837,-4.0085,20.989,-90.221,0.25259,2.1146
-31.737,-4.005,21.008,-89.788,0.43681,1.8292
-32.633,-3.9997,21.025,-89.372,0.62149,1.5436
-33.525,-3.9926,21.039,-88.968,0.80652,1.2577
-34.413,-3.9836,21.05,-88.575,0.99179,0.9717
-35.296,-3.9727,21.059,-88.189,1.1772,0.68571
-36.176,-3.96,21.064,-87.809,1.3626,0.39984
-37.053,-3.9455,21.067,-87.432,1.548,0.11421
-37.925,-3.9291,21.066,-87.057,1.7331,-0.17107
-38.794,-3.9108,21.063,-86.68,1.918,-0.45589
-39.659,-3.8907,21.057,-86.3,2.1025,-0.74012
-40.52,-3.8688,21.048,-85.915,2.2864,-1.0237
-41.377,-3.845,21.037,-85.523,2.4697,-1.3064
-42.23,-3.8194,21.022,-85.12,2.6524,-1.5882
-43.079,-3.792,21.005,-84.705,2.8341,-1.869
-43.924,-3.7627,20.985,-84.274,3.015,-2.1486
-44.765,-3.7317,20.962,-83.824,3.1948,-2.4269
-45.601,-3.6988,20.936,-83.35,3.3734,-2.7039
-46.432,-3.6642,20.908,-82.847,3.5508,-2.9793
-47.257,-3.6278,20.877,-82.31,3.7269,-3.2532
-48.078,-3.5897,20.843,-81.729,3.9015,-3.5254
-48.892,-3.5498,20.806,-81.093,4.0746,-3.7957
-49.699,-3.5082,20.767,-80.389,4.246,-4.0641
-50.499,-3.4649,20.725,-79.592,4.4156,-4.3305
-51.29,-3.4199,20.68,-78.67,4.5834,-4.5947
-52.071,-3.3732,20.633,-77.563,4.7493,-4.8567
-52.84,-3.3249,20.583,-76.16,4.9131,-5.1163
-53.592,-3.275,20.531,-74.199,5.0748,-5.3735
-54.316,-3.2234,20.476,-70.719,5.2342,-5.6281
-55.303,-3.1703,20.418,-126.67,5.3914,-5.8801
-56.871,-3.1156,20.358,-186.95,5.5461,-6.1293
-58.756,-3.0594,20.296,-189.96,5.6984,-6.3756
-60.664,-3.0016,20.231,-191.6,5.848,-6.619
-62.585,-2.9424,20.163,-192.7,5.995,-6.8593
-64.517,-2.8817,20.093,-193.52,6.1393,-7.0965
-66.455,-2.8196,20.021,-194.16,6.2807,-7.3305
-68.399,-2.7561,19.947,-194.67,6.4192,-7.5612
-70.348,-2.6913,19.87,-195.09,6.5547,-7.7885
-72.301,-2.625,19.791,-195.44,6.6872,-8.0122
-74.256,-2.5575,19.71,-195.73,6.8165,-8.2324
-76.215,-2.4887,19.626,-195.97,6.9427,-8.449
-78.176,-2.4187,19.541,-196.17,7.0655,-8.6618
-80.138,-2.3474,19.453,-196.33,7.185,-8.8708
-82.102,-2.275,19.363,-196.47,7.3011,-9.0759
-84.067,-2.2014,19.272,-196.57,7.4138,-9.2771
-86.033,-2.1267,19.178,-196.66,7.5229,-9.4742
-88,-2.051,19.082,-196.71,7.6284,-9.6672
-89.968,-1.9742,18.985,-196.75,7.7302,-9.8561
-91.935,-1.8964,18.885,-196.77,7.8284,-10.041
-93.903,-1.8176,18.784,-196.77,7.9228,-10.221
-95.87,-1.7379,18.681,-196.74,8.0134,-10.397
-97.838,-1.6574,18.576,-196.7,8.1001,-10.569
-99.804,-1.5759,18.469,-196.64,8.183,-10.736
-101.77,-1.4937,18.361,-196.56,8.2619,-10.898
-103.74,-1.4107,18.251,-196.45,8.3368,-11.056
-105.7,-1.327,18.14,-196.32,8.4078,-11.21
-107.66,-1.2426,18.027,-196.16,8.4746,-11.359
-109.62,-1.1575,17.913,-195.97,8.5374,-11.503
-111.58,-1.0718,17.797,-195.72,8.5961,-11.642
-113.54,-0.98561,17.68,-195.41,8.6506,-11.777
-115.49,-0.89885,17.562,-194.98,8.701,-11.906
-117.43,-0.8116,17.442,-194.3,8.7472,-12.031
-119.37,-0.72392,17.321,-192.24,8.7892,-12.151
-121.29,-0.63583,17.199,-191.44,8.827,-12.267
-123.21,-0.54739,17.076,-192.6,8.8605,-12.377
-125.13,-0.45864,16.951,-193.1,8.8898,-12.482
-127.07,-0.36961,16.826,-193.4,8.9148,-12.582
-129,-0.28035,16.7,-193.62,8.9356,-12.678
-130.94,-0.19091,16.573,-193.77,8.9521,-12.768
-132.88,-0.10133,16.444,-193.89,8.9643,-12.853
-134.82,-0.01164,16.316,-193.97,8.9722,-12.934
-136.76,0.078104,16.186,-194.03,8.9759,-13.009
-138.7,0.16786,16.055,-194.08,8.9754,-13.079
-140.64,0.2576,15.924,-194.11,8.9706,-13.145
-142.58,0.34726,15.792,-194.12,8.9615,-13.205
-144.52,0.43681,15.66,-194.12,8.9482,-13.26
-146.46,0.52621,15.527,-194.11,8.9308,-13.311
-148.4,0.61542,15.394,-194.09,8.9091,-13.356
-150.34,0.70438,15.26,-194.06,8.8833,-13.396
-152.28,0.79307,15.126,-194.02,8.8533,-13.431
-154.22,0.88143,14.992,-193.98,8.8193,-13.462
-156.16,0.96944,14.857,-193.92,8.7811,-13.487
-158.1,1.057,14.722,-193.84,8.7389,-13.508
-160.04,1.1442,14.587,-193.75,8.6927,-13.524
-161.98,1.2309,14.451,-193.63,8.6425,-13.534
-163.91,1.317,14.316,-193.44,8.5884,-13.54
-165.84,1.4026,14.181,-192.89,8.5303,-13.542
-167.77,1.4876,14.045,-192.63,8.4685,-13.538
-169.7,1.572,13.91,-192.89,8.4028,-13.53
-171.63,1.6557,13.775,-192.99,8.3333,-13.517
-173.56,1.7386,13.64,-193.04,8.2602,-13.5
-175.49,1.8209,13.505,-193.08,8.1833,-13.478
-177.42,1.9023,13.37,-193.1,8.1029,-13.451
-179.35,1.9829,13.236,-193.11,8.019,-13.42
-181.28,2.0627,13.102,-193.12,7.9315,-13.385
-183.21,2.1415,12.968,-193.12,7.8407,-13.345
-185.15,2.2195,12.835,-193.13,7.7465,-13.301
-187.08,2.2965,12.702,-193.13,7.6489,-13.253
-189.01,2.3724,12.57,-193.13,7.5482,-13.2
-190.94,2.4474,12.438,-193.13,7.4443,-13.143
-192.87,2.5213,12.307,-193.13,7.3373,-13.083
-194.8,2.5941,12.176,-193.13,7.2274,-13.018
-196.73,2.6659,12.046,-193.14,7.1144,-12.949
-198.66,2.7364,11.917,-193.15,6.9986,-12.877
-200.6,2.8058,11.789,-193.17,6.8801,-12.801
-202.53,2.874,11.661,-193.2,6.7588,-12.721
-204.46,2.941,11.535,-193.23,6.6349,-12.637
-206.39,3.0067,11.409,-193.29,6.5084,-12.55
-208.33,3.0711,11.284,-193.38,6.3795,-12.459
-210.26,3.1343,11.159,-193.54,6.2483,-12.365
-212.2,3.1961,11.036,-194.09,6.1147,-12.268
-214.14,3.2566,10.914,-194.3,5.979,-12.167
-216.08,3.3157,10.793,-193.96,5.8411,-12.064
-218.02,3.3734,10.673,-193.8,5.7012,-11.957
-219.96,3.4297,10.554,-193.69,5.5594,-11.847
-221.89,3.4846,10.436,-193.61,5.4158,-11.735
-223.83,3.538,10.319,-193.54,5.2704,-11.619
-225.77,3.59,10.204,-193.48,5.1233,-11.501
-227.7,3.6405,10.089,-193.44,4.9747,-11.381
-229.63,3.6895,9.9759,-193.4,4.8247,-11.258
-231.57,3.737,9.864,-193.37,4.6733,-11.132
-233.5,3.7829,9.7533,-193.35,4.5206,-11.004
-235.44,3.8274,9.6439,-193.34,4.3667,-10.874
-237.37,3.8703,9.5358,-193.33,4.2118,-10.742
-239.3,3.9116,9.4291,-193.32,4.0559,-10.608
-241.23,3.9514,9.3237,-193.33,3.8991,-10.472
-243.17,3.9896,9.2196,-193.34,3.7415,-10.334
-245.1,4.0262,9.117,-193.35,3.5833,-10.194
-247.04,4.0612,9.0158,-193.37,3.4245,-10.053
-248.97,4.0947,8.9159,-193.4,3.2652,-9.9097
-250.9,4.1265,8.8176,-193.44,3.1055,-9.7654
-252.84,4.1568,8.7206,-193.49,2.9455,-9.6197
-254.77,4.1854,8.6252,-193.55,2.7854,-9.4728
-256.71,4.2125,8.5312,-193.62,2.6251,-9.3248
-258.65,4.238,8.4387,-193.71,2.4649,-9.1757
-260.58,4.2618,8.3477,-193.81,2.3048,-9.0257
-262.52,4.284,8.2582,-193.94,2.1448,-8.8749
-264.46,4.3047,8.1702,-194.11,1.9852,-8.7233
-266.4,4.3238,8.0837,-194.33,1.826,-8.571
-268.35,4.3412,7.9988,-194.67,1.6672,-8.4183
-270.3,4.3571,7.9153,-195.36,1.5091,-8.2651
-272.25,4.3714,7.8335,-194.41,1.3516,-8.1115
-274.18,4.3841,7.7531,-192.68,1.1949,-7.9577
-276.11,4.3953,7.6743,-192.24,1.0391,-7.8037
-278.03,4.4049,7.597,-191.97,0.88419,-7.6496
-279.95,4.413,7.5213,-191.79,0.73034,-7.4956
-281.87,4.4195,7.4471,-191.64,0.57763,-7.3417
-283.78,4.4245,7.3745,-191.53,0.42614,-7.188
-285.7,4.4281,7.3034,-191.44,0.27594,-7.0347
-287.61,4.4301,7.2338,-191.36,0.12714,-6.8817
-289.52,4.4306,7.1657,-191.3,-0.020195,-6.7292
-291.44,4.4297,7.0992,-191.24,-0.16598,-6.5773
-293.35,4.4273,7.0342,-191.2,-0.31013,-6.426
-295.26,4.4235,6.9707,-191.16,-0.45257,-6.2754
-297.17,4.4182,6.9087,-191.12,-0.59323,-6.1257
-299.08,4.4116,6.8482,-191.1,-0.73203,-5.9769
-300.99,4.4036,6.7891,-191.07,-0.8689,-5.8291
-302.9,4.3942,6.7316,-191.06,-1.0038,-5.6823
-304.81,4.3835,6.6755,-191.04,-1.1366,-5.5367
-306.73,4.3715,6.6208,-191.03,-1.2672,-5.3922
-308.64,4.3582,6.5676,-191.02,-1.3957,-5.2491
-310.55,4.3436,6.5159,-191.01,-1.5219,-5.1073
-312.46,4.3278,6.4655,-191,-1.6457,-4.967
-314.37,4.3107,6.4165,-191,-1.7672,-4.8281
-316.28,4.2924,6.3689,-191,-1.8863,-4.6908
-318.19,4.273,6.3227,-191,-2.0028,-4.555
-320.1,4.2524,6.2778,-191,-2.1168,-4.421
-322.01,4.2307,6.2343,-191,-2.2282,-4.2887
-323.92,4.2078,6.192,-191,-2.337,-4.1582
-325.83,4.1839,6.1511,-191,-2.4431,-4.0295
-327.74,4.159,6.1114,-191,-2.5465,-3.9027
-329.65,4.133,6.073,-191,-2.6472,-3.7779
-331.56,4.106,6.0359,-191,-2.745,-3.6551
-333.47,4.0781,5.9999,-191,-2.84,-3.5342
-335.38,4.0493,5.9652,-191,-2.9322,-3.4155
-337.29,4.0195,5.9316,-190.99,-3.0215,-3.2988
-339.2,3.9888,5.8992,-190.99,-3.1078,-3.1844
