0,1.0268,-2.6878e-14,0,8.7394e-16,6.4829e-14
-2.2325e-07,1.0268,0.00076165,-4.465e-05,0.0099679,0.21897
-2.6587e-06,1.027,0.0053575,-0.00044244,0.03677,0.73269
-1.4459e-05,1.0276,0.015777,-0.0019176,0.076033,1.3561
-5.1288e-05,1.0286,0.032357,-0.0054482,0.12376,1.9439
-0.00013842,1.0301,0.05418,-0.011977,0.17632,2.3903
-0.00030907,1.0321,0.079468,-0.022153,0.23047,2.6293
-0.00060061,1.0347,0.10598,-0.036156,0.28333,2.6345
-0.0010497,1.0378,0.13142,-0.053656,0.33239,2.419
-0.0016873,1.0413,0.1538,-0.073878,0.37552,2.0358
-0.0025355,1.0453,0.17188,-0.095763,0.41097,1.5776
-0.0036054,1.0495,0.18554,-0.1182,0.43736,1.1764
-0.0048977,1.054,0.19617,-0.14027,0.45367,1.0041
-0.006428,1.0586,0.20576,-0.16579,0.48189,0.87164
-0.0082439,1.0637,0.21299,-0.19739,0.53355,0.5563
-0.01039,1.0693,0.21671,-0.2319,0.59451,0.18764
-0.012882,1.0756,0.2169,-0.26636,0.65355,-0.13401
-0.015706,1.0824,0.21443,-0.29848,0.70246,-0.33752
-0.018833,1.0896,0.21069,-0.32685,0.73595,-0.38096
-0.022222,1.097,0.20739,-0.35104,0.75172,-0.2516
-0.025834,1.1045,0.20618,-0.37142,0.75045,0.03407
-0.029637,1.112,0.20844,-0.38907,0.73574,0.43037
-0.03361,1.1192,0.21491,-0.40569,0.71419,0.86242
-0.037757,1.1263,0.22546,-0.42368,0.69536,1.2261
-0.042108,1.1332,0.23877,-0.44641,0.69176,1.3882
-0.046681,1.1401,0.24403,-0.46822,0.68175,-1.0205
-0.05143,1.1467,0.21123,-0.48153,0.63941,-5.602
-0.056275,1.1528,0.13554,-0.48749,0.57236,-9.1522
-0.061157,1.1581,0.038902,-0.48904,0.48734,-9.5229
-0.066049,1.1625,-0.040556,-0.48923,0.39023,-5.6213
-0.070943,1.1659,-0.059042,-0.48954,0.28601,2.5897
-0.075839,1.1682,0.022325,-0.48968,0.17879,14.092
-0.08073,1.1695,0.22696,-0.48866,0.071802,26.81
-0.085606,1.1697,0.55228,-0.48636,-0.03262,37.617
-0.090462,1.1688,0.95908,-0.48498,-0.13301,42.325
-0.095312,1.167,1.3823,-0.48498,-0.23111,42.325
-0.10016,1.1642,1.8056,-0.48498,-0.32921,42.325
-0.10501,1.1604,2.2288,-0.48498,-0.42731,42.325
-0.10986,1.1557,2.6521,-0.48498,-0.52541,42.325
-0.11471,1.1499,3.0753,-0.48498,-0.62351,42.325
-0.11956,1.1432,3.4986,-0.48498,-0.72161,42.325
-0.12441,1.1355,3.9218,-0.48498,-0.81971,42.325
-0.12926,1.1268,4.345,-0.48498,-0.91781,42.325
-0.13411,1.1171,4.7683,-0.48498,-1.0159,42.325
-0.13896,1.1065,5.1915,-0.48498,-1.114,42.325
-0.14367,1.095,5.6009,-0.45721,-1.176,38.331
-0.148,1.0832,5.9401,-0.40893,-1.1808,28.908
-0.15195,1.0715,6.172,-0.38044,-1.1486,17.348
-0.15572,1.0602,6.2886,-0.37289,-1.0963,6.2087
-0.15945,1.0496,6.3038,-0.37493,-1.0372,-2.68
-0.1632,1.0395,6.2462,-0.37377,-0.98129,-8.2199
-0.16688,1.0299,6.1519,-0.3619,-0.93528,-10.043
-0.17038,1.0207,6.0566,-0.33848,-0.90238,-8.5137
-0.17361,1.0118,5.9892,-0.30713,-0.88242,-4.7243
-0.17651,1.0031,5.9637,-0.27257,-0.87186,-0.4999
-0.17906,0.99438,5.9722,-0.23766,-0.86377,1.6045
-0.18125,0.98584,5.9873,-0.20024,-0.84123,1.3159
-0.18304,0.97762,5.9973,-0.15873,-0.79989,0.64797
-0.18441,0.96988,5.9999,-0.11503,-0.74803,-0.12323
-0.18533,0.96267,5.9952,-0.070043,-0.69251,-0.7888
-0.18581,0.95602,5.9849,-0.024301,-0.6387,-1.2072
-0.18582,0.94988,5.9721,0.021604,-0.59054,-1.3039
-0.18538,0.94418,5.96,0.066887,-0.55051,-1.0721
-0.18449,0.93884,5.9516,0.11069,-0.51963,-0.57175
-0.18317,0.93376,5.949,0.15232,-0.49747,0.069599
-0.18146,0.92887,5.9528,0.19156,-0.48215,0.65726
-0.17935,0.92411,5.9611,0.22889,-0.47032,0.92927
-0.17688,0.91948,5.9717,0.26648,-0.45366,1.3062
-0.17402,0.91507,5.9888,0.3054,-0.42703,2.1529
-0.17077,0.91097,6.0152,0.34401,-0.39117,3.1312
-0.16715,0.90727,6.051,0.38018,-0.34728,3.9793
-0.16319,0.90404,6.0937,0.41186,-0.297,4.5124
-0.15894,0.90134,6.1398,0.43744,-0.24243,4.6222
-0.15447,0.8992,6.1847,0.45619,-0.18612,4.2773
-0.14985,0.89762,6.224,0.4683,-0.1311,3.5229
-0.14514,0.89656,6.2542,0.47489,-0.080824,2.481
-0.14037,0.89597,6.2733,0.47765,-0.03922,1.3502
-0.13559,0.89573,6.2818,0.4784,-0.010668,0.40581
-0.13081,0.8957,6.2832,0.47848,-1.6986e-14,3.8292e-13
