0.14225,-2.2347e-20
0.15071,1.6688e-05
0.15847,3.1661e-05
0.16554,4.4982e-05
0.17195,5.6717e-05
0.17771,6.6928e-05
0.18286,7.568e-05
0.18742,8.3036e-05
0.19141,8.9059e-05
0.19485,9.3815e-05
0.19777,9.7367e-05
0.20019,9.9778e-05
0.20214,0.00010111
0.20365,0.00010143
0.20473,0.00010081
0.20542,9.9293e-05
0.20574,9.6959e-05
0.20571,9.3867e-05
0.20536,9.0081e-05
0.20471,8.5666e-05
0.2038,8.0684e-05
0.20264,7.52e-05
0.20126,6.9277e-05
0.19968,6.298e-05
0.19794,5.6372e-05
0.19604,4.9516e-05
0.19401,4.2478e-05
0.19189,3.532e-05
0.18967,2.8107e-05
0.18741,2.0901e-05
0.1851,1.3768e-05
0.18277,6.7703e-06
0.18045,-2.7503e-08
0.17816,-6.5619e-06
0.17591,-1.2769e-05
0.17373,-1.8585e-05
0.17164,-2.3946e-05
0.16966,-2.8788e-05
0.16782,-3.3048e-05
0.16613,-3.6662e-05
0.16463,-3.9565e-05
0.16333,-4.1694e-05
0.16225,-4.2986e-05
0.16143,-4.3375e-05
0.1609,-4.28e-05
0.16067,-4.1195e-05
0.16077,-3.8497e-05
0.16124,-3.4642e-05
0.1621,-2.9566e-05
0.16339,-2.3206e-05
0.16514,-1.5498e-05
0.16737,-6.3773e-06
0.17014,4.2193e-06
0.17347,1.6356e-05
0.1811,-4.1162e-05
0.18746,-8.9217e-05
0.19256,-0.00012835
0.19646,-0.00015909
0.19919,-0.00018198
0.20079,-0.00019755
0.20134,-0.00020635
0.20089,-0.00020891
0.19951,-0.00020577
0.19731,-0.00019746
0.19436,-0.00018452
0.19077,-0.0001675
0.18663,-0.00014692
0.18206,-0.00012332
0.17717,-9.7243e-05
0.17205,-6.9225e-05
0.16682,-3.9802e-05
0.16157,-9.5115e-06
0.15642,2.111e-05
0.15144,5.1524e-05
0.14674,8.1194e-05
0.1424,0.00010958
0.13851,0.00013615
0.13515,0.00016037
0.13241,0.00018169
0.13037,0.00019958
0.12911,0.00021351
0.12871,0.00022293
0.12927,0.00022731
0.13088,0.00022611
0.13362,0.00021879
0.13759,0.00020483
0.1429,0.00018367
0.14965,0.00015478
0.15794,0.00011763
0.16789,7.1677e-05
0.17959,1.6384e-05
0.19418,-0.00062071
0.20468,-0.00108
0.2109,-0.0013768
0.21281,-0.0015267
0.21064,-0.0015452
0.20489,-0.0014477
0.19624,-0.0012497
0.18544,-0.0009666
0.1732,-0.00061394
0.16009,-0.00020716
0.14655,0.00023827
0.13284,0.00070688
0.1191,0.0011832
0.10541,0.0016518
0.09184,0.0020971
0.078459,0.0025038
0.065411,0.0028563
0.052893,0.0031392
0.041142,0.003337
0.030397,0.0034342
0.020857,0.0034154
0.012663,0.0032651
0.0059041,0.0029679
0.00068275,0.0025082
-0.0027483,0.0018707
